cve_id,description,published_date,references
CVE-2008-6998,"Stack-based buffer overflow in chrome/common/gfx/url_elider.cc in Google Chrome 0.2.149.27 and other versions before 0.2.149.29 might allow user-assisted remote attackers to execute arbitrary code via a link target (href attribute) with a large number of path elements, which triggers the overflow when the status bar is updated after the user hovers over the link.",2009-08-19,"http://shinnok.evonet.ro/vulns_html/chrome.html,http://www.securityfocus.com/bid/31034,http://xforce.iss.net/xforce/xfdb/44934,http://googlechromereleases.blogspot.com/2008/09/beta-release-0214929.html,http://xforce.iss.net/xforce/xfdb/45032,http://www.milw0rm.com/exploits/6372,http://www.securityfocus.com/bid/31071,http://src.chromium.org/viewvc/chrome/branches/chrome_official_branch/src/chrome/common/gfx/url_elider.cc?r1=1774&r2=1797&pathrev=1797"
CVE-2008-7061,"The tooltip manager (chrome/views/tooltip_manager.cc) in Google Chrome 0.2.149.29 Build 1798 and possibly other versions before 0.2.149.30 allows remote attackers to cause a denial of service (CPU consumption or crash) via a tag with a long title attribute, which is not properly handled when displaying a tooltip, a different vulnerability than CVE-2008-6994.  NOTE: there is inconsistent information about the environments under which this issue exists.",2009-08-24,"http://www.securityfocus.com/archive/1/496101/100/0/threaded,http://www.securityfocus.com/archive/1/archive/1/496094/100/0/threaded,http://xforce.iss.net/xforce/xfdb/45039,http://www.securityfocus.com/archive/1/496138/100/0/threaded,http://www.securityfocus.com/archive/1/496145/100/0/threaded,http://www.securityfocus.com/archive/1/archive/1/496146/100/0/threaded,http://www.securityfocus.com/archive/1/archive/1/496078/100/0/threaded,http://www.securityfocus.com/archive/1/496151/100/0/threaded,http://www.securityfocus.com/archive/1/496126/100/0/threaded,http://www.securityfocus.com/archive/1/archive/1/496172/100/100/threaded,http://www.securityfocus.com/bid/30975,http://googlechromereleases.blogspot.com/2008/09/beta-release-0214930.html,http://src.chromium.org/viewvc/chrome/trunk/src/chrome/browser/render_widget_host_hwnd.cc?r1=1287&r2=2042&pathrev=2042,http://src.chromium.org/viewvc/chrome?view=rev&revision=2042,http://src.chromium.org/viewvc/chrome/trunk/src/chrome/views/tooltip_manager.cc?r1=1287&r2=2042&pathrev=2042"
CVE-2008-7246,"Google Chrome 0.2.149.29 and earlier allows remote attackers to cause a denial of service (unusable browser) by calling the window.print function in a loop, aka a ""printing DoS attack,"" possibly a related issue to CVE-2009-0821.",2009-09-18,"http://websecurity.com.ua/2456/,http://www.securityfocus.com/archive/1/archive/1/506328/100/100/threaded"
CVE-2008-7294,"Google Chrome before 4.0.211.0 cannot properly restrict modifications to cookies established in HTTPS sessions, which allows man-in-the-middle attackers to overwrite or delete arbitrary cookies via a Set-Cookie header in an HTTP response, related to lack of the HTTP Strict Transport Security (HSTS) includeSubDomains feature, aka a ""cookie forcing"" issue.",2011-08-09,"http://scarybeastsecurity.blogspot.com/2008/11/cookie-forcing.html,http://lists.w3.org/Archives/Public/public-webapps/2009JulSep/1148.html,https://bugzilla.mozilla.org/show_bug.cgi?id=660053,http://scarybeastsecurity.blogspot.com/2011/02/some-less-obvious-benefits-of-hsts.html,http://michael-coates.blogspot.com/2010/01/cookie-forcing-trust-your-cookies-no.html,http://code.google.com/p/browsersec/wiki/Part2#Same-origin_policy_for_cookies"
CVE-2009-0276,"Cross-domain vulnerability in the V8 JavaScript engine in Google Chrome before 1.0.154.46 allows remote attackers to bypass the Same Origin Policy via a crafted script that accesses another frame and reads its full URL and possibly other sensitive information, or modifies the URL of this frame.",2009-02-03,"http://googlechromereleases.blogspot.com/2009/01/stable-beta-update-yahoo-mail-and.html,http://sites.google.com/a/chromium.org/dev/getting-involved/dev-channel/release-notes,http://src.chromium.org/viewvc/chrome?view=rev&revision=8524,http://codereview.chromium.org/18531"
CVE-2009-0374,"** DISPUTED **  Google Chrome 1.0.154.43 allows remote attackers to trick a user into visiting an arbitrary URL via an onclick action that moves a crafted element to the current mouse position, related to a ""Clickjacking"" vulnerability.  NOTE: a third party disputes the relevance of this issue, stating that ""every sufficiently featured browser is and likely will remain susceptible to the behavior known as clickjacking,"" and adding that the exploit code ""is not a valid demonstration of the issue.""",2009-01-30,"http://www.secniche.org/gcr_clkj/,http://www.securityfocus.com/archive/1/archive/1/500499/100/0/threaded,http://www.securityfocus.com/archive/1/archive/1/500533/100/0/threaded,http://www.milw0rm.com/exploits/7903"
CVE-2009-0411,"Google Chrome before 1.0.154.46 does not properly restrict access from web pages to the (1) Set-Cookie and (2) Set-Cookie2 HTTP response headers, which allows remote attackers to obtain sensitive information from cookies via XMLHttpRequest calls and other web script.",2009-02-03,"http://xforce.iss.net/xforce/xfdb/48554,http://sites.google.com/a/chromium.org/dev/getting-involved/dev-channel/release-notes,http://codereview.chromium.org/11264,http://src.chromium.org/viewvc/chrome?view=rev&revision=8529,http://codereview.chromium.org/18533"
CVE-2009-1412,"Argument injection vulnerability in the chromehtml: protocol handler in Google Chrome before 1.0.154.59, when invoked by Internet Explorer, allows remote attackers to determine the existence of files, and open tabs for URLs that do not satisfy the IsWebSafeScheme restriction, via a web page that sets document.location to a chromehtml: value, as demonstrated by use of a (1) javascript: or (2) data: URL.  NOTE: this can be leveraged for Universal XSS by exploiting certain behavior involving persistence across page transitions.",2009-04-24,"http://chromium.googlecode.com/issues/attachment?aid=5579180911289877192&name=Google+Chrome+Advisory.doc,http://googlechromereleases.blogspot.com/2009/04/stable-update-security-fix.html,http://xforce.iss.net/xforce/xfdb/50449,http://code.google.com/p/chromium/issues/detail?id=9860"
CVE-2009-1413,"Google Chrome 1.0.x does not cancel timeouts upon a page transition, which makes it easier for attackers to conduct Universal XSS attacks by calling setTimeout to trigger future execution of JavaScript code, and then modifying document.location to arrange for JavaScript execution in the context of an arbitrary web site.  NOTE: this can be leveraged for a remote attack by exploiting a chromehtml: argument-injection vulnerability.",2009-04-24,"http://xforce.iss.net/xforce/xfdb/50447,http://chromium.googlecode.com/issues/attachment?aid=5579180911289877192&name=Google+Chrome+Advisory.doc,http://code.google.com/p/chromium/issues/detail?id=9860"
CVE-2009-1414,"Google Chrome 2.0.x lets modifications to the global object persist across a page transition, which makes it easier for attackers to conduct Universal XSS attacks via unspecified vectors.",2009-04-24,"http://xforce.iss.net/xforce/xfdb/50446,http://code.google.com/p/chromium/issues/detail?id=9860"
CVE-2009-1441,Heap-based buffer overflow in the ParamTraits<SkBitmap>::Read function in Google Chrome before 1.0.154.64 allows attackers to leverage renderer access to cause a denial of service (application crash) or possibly execute arbitrary code via vectors related to a large bitmap that arrives over the IPC channel.,2009-05-07,"http://www.vupen.com/english/advisories/2009/1266,http://www.securitytracker.com/id?1022174,http://www.securityfocus.com/bid/34859,http://googlechromereleases.blogspot.com/2009/05/stable-update-security-fix.html,http://xforce.iss.net/xforce/xfdb/50362,http://code.google.com/p/chromium/issues/detail?id=10869"
CVE-2009-1442,"Multiple integer overflows in Skia, as used in Google Chrome 1.x before 1.0.154.64 and 2.x, and possibly Android, might allow remote attackers to execute arbitrary code in the renderer process via a crafted (1) image or (2) canvas.",2009-05-07,"http://www.vupen.com/english/advisories/2009/1266,http://www.securitytracker.com/id?1022175,http://www.securityfocus.com/bid/34859,http://googlechromereleases.blogspot.com/2009/05/stable-update-security-fix.html,http://code.google.com/p/chromium/issues/detail?id=10736,http://code.google.com/p/skia/source/detail?r=159"
CVE-2009-1514,Google Chrome 1.0.154.53 allows remote attackers to cause a denial of service (NULL pointer dereference and application crash) via a throw statement with a long exception value.,2009-05-04,"http://www.securityfocus.com/bid/34786,http://www.milw0rm.com/exploits/8573"
CVE-2009-1598,"Google Chrome executes DOM calls in response to a javascript: URI in the target attribute of a submit element within a form contained in an inline PDF file, which might allow remote attackers to bypass intended Adobe Acrobat JavaScript restrictions on accessing the document object, as demonstrated by a web site that permits PDF uploads by untrusted users, and therefore has a shared document.domain between the web site and this javascript: URI.  NOTE: the researcher reports that Adobe's position is ""a PDF file is active content.""",2009-05-11,"http://www.securityfocus.com/archive/1/archive/1/503183/100/0/threaded,http://secniche.org/papers/SNS_09_03_PDF_Silent_Form_Re_Purp_Attack.pdf"
CVE-2009-1690,"Use-after-free vulnerability in WebKit, as used in Apple Safari before 4.0, iPhone OS 1.0 through 2.2.1, iPhone OS for iPod touch 1.1 through 2.2.1, Google Chrome 1.0.154.53, and possibly other products, allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption and application crash) by setting an unspecified property of an HTML tag that causes child elements to be freed and later accessed when an HTML error occurs, related to ""recursion in certain DOM event handlers.""",2009-06-10,"http://www.ubuntu.com/usn/USN-857-1,http://lists.apple.com/archives/security-announce/2009/jun/msg00002.html,http://www.vupen.com/english/advisories/2009/1522,https://www.redhat.com/archives/fedora-package-announce/2009-July/msg01177.html,http://support.apple.com/kb/HT3639,http://www.securityfocus.com/bid/35260,https://www.redhat.com/archives/fedora-package-announce/2009-July/msg01199.html,https://www.redhat.com/archives/fedora-package-announce/2009-July/msg01200.html,http://www.mandriva.com/security/advisories?name=MDVSA-2009:330,http://www.ubuntu.com/usn/USN-836-1,http://www.ubuntu.com/usn/USN-822-1,http://support.apple.com/kb/HT3613,http://lists.apple.com/archives/security-announce/2009/Jun/msg00005.html,http://labs.idefense.com/intelligence/vulnerabilities/display.php?id=803,http://www.vupen.com/english/advisories/2009/1621,http://lists.opensuse.org/opensuse-security-announce/2011-01/msg00006.html,http://securitytracker.com/id?1022345,http://www.vupen.com/english/advisories/2011/0212,http://www.debian.org/security/2009/dsa-1950,https://www.redhat.com/archives/fedora-package-announce/2009-July/msg01196.html"
CVE-2009-2060,"src/net/http/http_transaction_winhttp.cc in Google Chrome before 1.0.154.53 uses the HTTP Host header to determine the context of a document provided in a (1) 4xx or (2) 5xx CONNECT response from a proxy server, which allows man-in-the-middle attackers to execute arbitrary web script by modifying this CONNECT response, aka an ""SSL tampering"" attack.",2009-06-15,"https://bugzilla.mozilla.org/show_bug.cgi?id=479880,http://research.microsoft.com/apps/pubs/default.aspx?id=79323,http://sites.google.com/a/chromium.org/dev/getting-involved/dev-channel/release-notes/releasenotes1015453,http://research.microsoft.com/pubs/79323/pbp-final-with-update.pdf,http://xforce.iss.net/xforce/xfdb/51194,http://code.google.com/p/chromium/issues/detail?id=7338,http://code.google.com/p/chromium/issues/detail?id=8473,http://src.chromium.org/viewvc/chrome?view=rev&revision=11669,http://src.chromium.org/viewvc/chrome/branches/release_154.next/src/net/http/http_transaction_winhttp.cc?r1=11621&r2=11669&pathrev=11669"
CVE-2009-2071,"Google Chrome before 1.0.154.53 displays a cached certificate for a (1) 4xx or (2) 5xx CONNECT response page returned by a proxy server, which allows man-in-the-middle attackers to spoof an arbitrary https site by letting a browser obtain a valid certificate from this site during one request, and then sending the browser a crafted 502 response page upon a subsequent request.",2009-06-15,"https://bugzilla.mozilla.org/show_bug.cgi?id=479880,http://research.microsoft.com/apps/pubs/default.aspx?id=79323,http://www.securityfocus.com/bid/35411,http://sites.google.com/a/chromium.org/dev/getting-involved/dev-channel/release-notes/releasenotes1015453,http://research.microsoft.com/pubs/79323/pbp-final-with-update.pdf,http://code.google.com/p/chromium/issues/detail?id=7338,http://code.google.com/p/chromium/issues/detail?id=8473,http://src.chromium.org/viewvc/chrome?view=rev&revision=11669,http://src.chromium.org/viewvc/chrome/branches/release_154.next/src/net/http/http_transaction_winhttp.cc?r1=11621&r2=11669&pathrev=11669"
CVE-2009-2121,Buffer overflow in the browser kernel in Google Chrome before 2.0.172.33 allows remote HTTP servers to cause a denial of service (application crash) or possibly execute arbitrary code via a crafted response.,2009-06-23,"http://xforce.iss.net/xforce/xfdb/51307,http://googlechromereleases.blogspot.com/2009/06/stable-beta-update-security-fix.html,http://www.vupen.com/english/advisories/2009/1656,http://www.securityfocus.com/bid/35462,http://www.securitytracker.com/id?1022429,http://code.google.com/p/chromium/issues/detail?id=14508"
CVE-2009-2352,"Google Chrome 1.0.154.48 and earlier does not block javascript: URIs in Refresh headers in HTTP responses, which allows remote attackers to conduct cross-site scripting (XSS) attacks via vectors related to (1) injecting a Refresh header or (2) specifying the content of a Refresh header, a related issue to CVE-2009-1312. NOTE: it was later reported that 2.0.172.28, 2.0.172.37, and 3.0.193.2 Beta are also affected.",2009-07-07,"http://websecurity.com.ua/3275/,http://www.securityfocus.com/archive/1/archive/1/504718/100/0/threaded,http://www.securityfocus.com/bid/35572,http://websecurity.com.ua/3386/,http://www.securityfocus.com/archive/1/archive/1/504723/100/0/threaded"
CVE-2009-2555,"Heap-based buffer overflow in src/jsregexp.cc in Google V8 before 1.1.10.14, as used in Google Chrome before 2.0.172.37, allows remote attackers to execute arbitrary code in the Chrome sandbox via a crafted JavaScript regular expression.",2009-07-21,"http://googlechromereleases.blogspot.com/2009/07/stable-beta-update-bug-fixes.html,http://www.securityfocus.com/bid/35722,http://www.vupen.com/english/advisories/2009/1924,http://xforce.iss.net/xforce/xfdb/51801,http://code.google.com/p/chromium/issues/detail?id=14719,http://codereview.chromium.org/141042,http://codereview.chromium.org/141042/diff/6/1004"
CVE-2009-2556,Google Chrome before 2.0.172.37 allows attackers to leverage renderer access to cause a denial of service (memory corruption and application crash) or possibly execute arbitrary code via unspecified vectors that trigger excessive memory allocation.,2009-07-21,"http://googlechromereleases.blogspot.com/2009/07/stable-beta-update-bug-fixes.html,http://www.securityfocus.com/bid/35723,http://www.vupen.com/english/advisories/2009/1924,http://xforce.iss.net/xforce/xfdb/51802"
CVE-2009-2578,"Google Chrome 2.x through 2.0.172 allows remote attackers to cause a denial of service (application crash) via a long Unicode string argument to the write method, a related issue to CVE-2009-2479.",2009-07-22,"http://websecurity.com.ua/3338/,http://www.securityfocus.com/archive/1/archive/1/505092/100/0/threaded"
CVE-2009-2816,"The implementation of Cross-Origin Resource Sharing (CORS) in WebKit, as used in Apple Safari before 4.0.4 and Google Chrome before 3.0.195.33, includes certain custom HTTP headers in the OPTIONS request during cross-origin operations with preflight, which makes it easier for remote attackers to conduct cross-site request forgery (CSRF) attacks via a crafted web page.",2009-11-13,"http://www.vupen.com/english/advisories/2011/0212,http://www.vupen.com/english/advisories/2009/3217,http://www.vupen.com/english/advisories/2009/3233,http://lists.apple.com/archives/security-announce/2010/Jun/msg00003.html,http://lists.apple.com/archives/security-announce/2009/Nov/msg00001.html,https://www.redhat.com/archives/fedora-package-announce/2009-November/msg00545.html,https://bugzilla.redhat.com/show_bug.cgi?id=525789,http://support.apple.com/kb/HT3949,https://www.redhat.com/archives/fedora-package-announce/2009-November/msg00549.html,http://xforce.iss.net/xforce/xfdb/54239,http://www.securityfocus.com/bid/36997,http://lists.opensuse.org/opensuse-security-announce/2011-01/msg00006.html,http://support.apple.com/kb/HT4225,http://www.securitytracker.com/id?1023165"
CVE-2009-2935,"Google V8, as used in Google Chrome before 2.0.172.43, allows remote attackers to bypass intended restrictions on reading memory, and possibly obtain sensitive information or execute arbitrary code in the Chrome sandbox, via crafted JavaScript.",2009-08-27,"http://xforce.iss.net/xforce/xfdb/52902,http://googlechromereleases.blogspot.com/2009/08/stable-update-security-fixes.html,http://www.securitytracker.com/id?1022773,http://www.vupen.com/english/advisories/2009/2420,http://www.securityfocus.com/bid/36149,http://code.google.com/p/chromium/issues/detail?id=18639"
CVE-2009-2955,"Google Chrome 1.0.154.48 and earlier allows remote attackers to cause a denial of service (CPU consumption and application hang) via JavaScript code with a long string value for the hash property (aka location.hash), a related issue to CVE-2008-5715.",2009-08-24,"http://websecurity.com.ua/3424/,http://www.securityfocus.com/archive/1/archive/1/506006/100/0/threaded"
CVE-2009-2973,"Google Chrome before 2.0.172.43 does not prevent SSL connections to a site with an X.509 certificate signed with the (1) MD2 or (2) MD4 algorithm, which makes it easier for man-in-the-middle attackers to spoof arbitrary HTTPS servers via a crafted certificate, a related issue to CVE-2009-2409.",2009-08-27,"http://googlechromereleases.blogspot.com/2009/08/stable-update-security-fixes.html,http://xforce.iss.net/xforce/xfdb/52903,http://www.vupen.com/english/advisories/2009/2420,http://code.google.com/p/chromium/issues/detail?id=18725"
CVE-2009-2974,"Google Chrome 1.0.154.65, 1.0.154.48, and earlier allows remote attackers to (1) cause a denial of service (application hang) via vectors involving a chromehtml: URI value for the document.location property or (2) cause a denial of service (application hang and CPU consumption) via vectors involving a series of function calls that set a chromehtml: URI value for the document.location property.",2009-08-27,"http://websecurity.com.ua/3435/,http://archives.neohapsis.com/archives/bugtraq/2009-08/0236.html,http://archives.neohapsis.com/archives/bugtraq/2009-08/0217.html"
CVE-2009-3011,"Google Chrome 1.0.154.48 and earlier, 2.0.172.28, 2.0.172.37, and 3.0.193.2 Beta does not properly block data: URIs in Refresh headers in HTTP responses, which allows remote attackers to conduct cross-site scripting (XSS) attacks via vectors related to (1) injecting a Refresh header that contains JavaScript sequences in a data:text/html URI or (2) entering a data:text/html URI with JavaScript sequences when specifying the content of a Refresh header.  NOTE: the JavaScript executes outside of the context of the HTTP site.",2009-08-31,"http://websecurity.com.ua/3315/,http://xforce.iss.net/xforce/xfdb/52998,http://websecurity.com.ua/3386/"
CVE-2009-3263,"Cross-site scripting (XSS) vulnerability in Google Chrome 2.x and 3.x before 3.0.195.21 allows remote attackers to inject arbitrary web script or HTML via a (1) RSS or (2) Atom feed, related to the rendering of the application/rss+xml content type as XML ""active content.""",2009-09-18,"http://securethoughts.com/2009/09/exploiting-chrome-and-operas-inbuilt-atomrss-reader-with-script-execution-and-more/,http://www.securityfocus.com/bid/36416,http://googlechromereleases.blogspot.com/2009/09/stable-channel-update.html,http://www.securityfocus.com/archive/1/archive/1/506517/100/0/threaded,http://code.google.com/p/chromium/issues/detail?id=21238"
CVE-2009-3264,"The getSVGDocument method in Google Chrome before 3.0.195.21 omits an unspecified ""access check,"" which allows remote web servers to bypass the Same Origin Policy and conduct cross-site scripting attacks via unknown vectors, related to a user's visit to a different web server that hosts an SVG document.",2009-09-18,"http://www.securityfocus.com/bid/36416,http://googlechromereleases.blogspot.com/2009/09/stable-channel-update.html,http://code.google.com/p/chromium/issues/detail?id=21338"
CVE-2009-3268,"Google Chrome 1.0.154.48 and earlier allows remote attackers to cause a denial of service (CPU consumption) via an automatically submitted form containing a KEYGEN element, a related issue to CVE-2009-1828.",2009-09-18,"http://www.securityfocus.com/archive/1/archive/1/506328/100/100/threaded,http://websecurity.com.ua/3194/"
CVE-2009-3456,"Google Chrome, possibly 3.0.195.21 and earlier, does not properly handle a '\0' character in a domain name in the subject's Common Name (CN) field of an X.509 certificate, which allows man-in-the-middle attackers to spoof arbitrary SSL servers via a crafted certificate issued by a legitimate Certification Authority, a related issue to CVE-2009-2408.  NOTE: the provenance of this information is unknown; the details are obtained solely from third party information.",2009-09-29,http://www.securityfocus.com/bid/36479
