cve_id,description,published_date,references
CVE-2015-3440,Cross-site scripting (XSS) vulnerability in wp-includes/wp-db.php in WordPress before 4.2.1 allows remote attackers to inject arbitrary web script or HTML via a long comment that is improperly stored because of limitations on the MySQL TEXT data type.,2015-08-03,"http://www.securityfocus.com/bid/74334,http://codex.wordpress.org/Version_4.2.1,http://packetstormsecurity.com/files/131644/WordPress-4.2-Cross-Site-Scripting.html,http://lists.fedoraproject.org/pipermail/package-announce/2015-May/158278.html,https://core.trac.wordpress.org/changeset/32299,http://www.debian.org/security/2015/dsa-3250,https://wordpress.org/news/2015/04/wordpress-4-2-1/,http://lists.fedoraproject.org/pipermail/package-announce/2015-May/158271.html,https://klikki.fi/adv/wordpress2.html,http://lists.fedoraproject.org/pipermail/package-announce/2015-May/157391.html,http://seclists.org/fulldisclosure/2015/Apr/84,https://www.exploit-db.com/exploits/36844/,http://www.securitytracker.com/id/1032199,https://wpvulndb.com/vulnerabilities/7945"
CVE-2015-3429,"Cross-site scripting (XSS) vulnerability in example.html in Genericons before 3.3.1, as used in WordPress before 4.2.2, allows remote attackers to inject arbitrary web script or HTML via a fragment identifier.",2015-06-17,"http://www.debian.org/security/2015/dsa-3328,http://www.securityfocus.com/bid/74534,http://lists.fedoraproject.org/pipermail/package-announce/2015-May/158278.html,http://lists.fedoraproject.org/pipermail/package-announce/2015-May/158271.html,https://www.digitalocean.com/community/tutorials/how-to-protect-your-wordpress-site-from-the-genericons-example-html-xss-vulnerability,http://www.securityfocus.com/archive/1/archive/1/535486/100/1000/threaded,http://seclists.org/fulldisclosure/2015/May/41,https://www.netsparker.com/cve-2015-3429-dom-xss-vulnerability-in-twenty-fifteen-wordpress-theme/,https://github.com/Automattic/Genericons/commit/798ac98579dd72dfdb11bdee3e7bebf01cffb1f7,http://packetstormsecurity.com/files/131802/WordPress-Twenty-Fifteen-4.2.1-Cross-Site-Scripting.html,https://wordpress.org/news/2015/05/wordpress-4-2-2/,https://wpvulndb.com/vulnerabilities/7965"
CVE-2014-9039,"wp-login.php in WordPress before 3.7.5, 3.8.x before 3.8.5, 3.9.x before 3.9.3, and 4.x before 4.0.1 might allow remote attackers to reset passwords by leveraging access to an e-mail account that received a password-reset message.",2014-11-25,"http://core.trac.wordpress.org/changeset/30431,http://www.debian.org/security/2014/dsa-3085,http://advisories.mageia.org/MGASA-2014-0493.html,http://www.securitytracker.com/id/1031243,https://wordpress.org/news/2014/11/wordpress-4-0-1/,http://openwall.com/lists/oss-security/2014/11/25/12,http://www.mandriva.com/security/advisories?name=MDVSA-2014:233"
CVE-2014-9038,"wp-includes/http.php in WordPress before 3.7.5, 3.8.x before 3.8.5, 3.9.x before 3.9.3, and 4.x before 4.0.1 allows remote attackers to conduct server-side request forgery (SSRF) attacks by referring to a 127.0.0.0/8 resource.",2014-11-25,"http://www.debian.org/security/2014/dsa-3085,http://advisories.mageia.org/MGASA-2014-0493.html,http://www.securitytracker.com/id/1031243,https://wordpress.org/news/2014/11/wordpress-4-0-1/,http://openwall.com/lists/oss-security/2014/11/25/12,http://www.mandriva.com/security/advisories?name=MDVSA-2014:233,https://core.trac.wordpress.org/changeset/30444"
CVE-2014-9037,"WordPress before 3.7.5, 3.8.x before 3.8.5, 3.9.x before 3.9.3, and 4.x before 4.0.1 might allow remote attackers to obtain access to an account idle since 2008 by leveraging an improper PHP dynamic type comparison for an MD5 hash.",2014-11-25,"http://www.debian.org/security/2014/dsa-3085,http://advisories.mageia.org/MGASA-2014-0493.html,http://www.securitytracker.com/id/1031243,https://wordpress.org/news/2014/11/wordpress-4-0-1/,http://openwall.com/lists/oss-security/2014/11/25/12,http://www.mandriva.com/security/advisories?name=MDVSA-2014:233"
CVE-2014-9036,"Cross-site scripting (XSS) vulnerability in WordPress before 3.7.5, 3.8.x before 3.8.5, 3.9.x before 3.9.3, and 4.x before 4.0.1 allows remote attackers to inject arbitrary web script or HTML via a crafted Cascading Style Sheets (CSS) token sequence in a post.",2014-11-25,"http://www.debian.org/security/2014/dsa-3085,http://www.mandriva.com/security/advisories?name=MDVSA-2014:233,http://advisories.mageia.org/MGASA-2014-0493.html,http://www.securitytracker.com/id/1031243,https://wordpress.org/news/2014/11/wordpress-4-0-1/,http://openwall.com/lists/oss-security/2014/11/25/12,http://www.securityfocus.com/bid/71236"
CVE-2014-9035,"Cross-site scripting (XSS) vulnerability in Press This in WordPress before 3.7.5, 3.8.x before 3.8.5, 3.9.x before 3.9.3, and 4.x before 4.0.1 allows remote attackers to inject arbitrary web script or HTML via unspecified vectors.",2014-11-25,"http://www.debian.org/security/2014/dsa-3085,http://www.mandriva.com/security/advisories?name=MDVSA-2014:233,http://advisories.mageia.org/MGASA-2014-0493.html,http://www.securitytracker.com/id/1031243,https://wordpress.org/news/2014/11/wordpress-4-0-1/,http://openwall.com/lists/oss-security/2014/11/25/12,http://www.securityfocus.com/bid/71236"
CVE-2014-9034,"wp-includes/class-phpass.php in WordPress before 3.7.5, 3.8.x before 3.8.5, 3.9.x before 3.9.3, and 4.x before 4.0.1 allows remote attackers to cause a denial of service (CPU consumption) via a long password that is improperly handled during hashing, a similar issue to CVE-2014-9016.",2014-11-25,"http://www.debian.org/security/2014/dsa-3085,http://advisories.mageia.org/MGASA-2014-0493.html,http://www.securitytracker.com/id/1031243,http://core.trac.wordpress.org/changeset/30467,https://wordpress.org/news/2014/11/wordpress-4-0-1/,http://openwall.com/lists/oss-security/2014/11/25/12,http://www.mandriva.com/security/advisories?name=MDVSA-2014:233"
CVE-2014-9033,"Cross-site request forgery (CSRF) vulnerability in wp-login.php in WordPress 3.7.4, 3.8.4, 3.9.2, and 4.0 allows remote attackers to hijack the authentication of arbitrary users for requests that reset passwords.",2014-11-25,"http://core.trac.wordpress.org/changeset/30418,http://www.debian.org/security/2014/dsa-3085,http://advisories.mageia.org/MGASA-2014-0493.html,http://www.securitytracker.com/id/1031243,https://wordpress.org/news/2014/11/wordpress-4-0-1/,http://openwall.com/lists/oss-security/2014/11/25/12,http://www.mandriva.com/security/advisories?name=MDVSA-2014:233"
CVE-2014-9032,Cross-site scripting (XSS) vulnerability in the media-playlists feature in WordPress before 3.9.x before 3.9.3 and 4.x before 4.0.1 allows remote attackers to inject arbitrary web script or HTML via unspecified vectors.,2014-11-25,"http://www.mandriva.com/security/advisories?name=MDVSA-2014:233,http://advisories.mageia.org/MGASA-2014-0493.html,http://www.securitytracker.com/id/1031243,https://wordpress.org/news/2014/11/wordpress-4-0-1/,http://openwall.com/lists/oss-security/2014/11/25/12,http://www.securityfocus.com/bid/71236"
CVE-2014-9031,"Cross-site scripting (XSS) vulnerability in the wptexturize function in WordPress before 3.7.5, 3.8.x before 3.8.5, and 3.9.x before 3.9.3 allows remote attackers to inject arbitrary web script or HTML via crafted use of shortcode brackets in a text field, as demonstrated by a comment or a post.",2014-11-25,"http://openwall.com/lists/oss-security/2014/11/25/12,http://www.debian.org/security/2014/dsa-3085,http://www.mandriva.com/security/advisories?name=MDVSA-2014:233,http://www.securityfocus.com/bid/71237,http://www.securitytracker.com/id/1031243,http://seclists.org/fulldisclosure/2014/Nov/62,https://wordpress.org/news/2014/11/wordpress-4-0-1/,http://klikki.fi/adv/wordpress.html,http://advisories.mageia.org/MGASA-2014-0493.html"
CVE-2003-1599,PHP remote file inclusion vulnerability in wp-links/links.all.php in WordPress 0.70 allows remote attackers to execute arbitrary PHP code via a URL in the $abspath variable.,2014-10-27,"https://exchange.xforce.ibmcloud.com/vulnerabilities/12205,http://www.openwall.com/lists/oss-security/2012/01/06/3,http://www.securityfocus.com/bid/7785"
CVE-2003-1598,SQL injection vulnerability in log.header.php in WordPress 0.7 and earlier allows remote attackers to execute arbitrary SQL commands via the posts variable.,2014-10-01,"https://exchange.xforce.ibmcloud.com/vulnerabilities/12204,http://seclists.org/oss-sec/2012/q1/77,http://www.kernelpanik.org/docs/kernelpanik/wordpressadv.txt,http://www.securityfocus.com/bid/7784"
CVE-2014-5240,"Cross-site scripting (XSS) vulnerability in wp-includes/pluggable.php in WordPress before 3.9.2, when Multisite is enabled, allows remote authenticated administrators to inject arbitrary web script or HTML, and obtain Super Admin privileges, via a crafted avatar URL.",2014-08-18,"http://www.debian.org/security/2014/dsa-3001,https://wordpress.org/news/2014/08/wordpress-3-9-2/,https://core.trac.wordpress.org/changeset/29398,http://openwall.com/lists/oss-security/2014/08/13/3"
CVE-2014-5205,"wp-includes/pluggable.php in WordPress before 3.9.2 does not use delimiters during concatenation of action values and uid values in CSRF tokens, which makes it easier for remote attackers to bypass a CSRF protection mechanism via a brute-force attack.",2014-08-18,"http://www.debian.org/security/2014/dsa-3001,https://core.trac.wordpress.org/changeset/29408,https://wordpress.org/news/2014/08/wordpress-3-9-2/,http://openwall.com/lists/oss-security/2014/08/13/3"
CVE-2014-5204,"wp-includes/pluggable.php in WordPress before 3.9.2 rejects invalid CSRF nonces with a different timing depending on which characters in the nonce are incorrect, which makes it easier for remote attackers to bypass a CSRF protection mechanism via a brute-force attack.",2014-08-18,"http://www.debian.org/security/2014/dsa-3001,https://wordpress.org/news/2014/08/wordpress-3-9-2/,https://core.trac.wordpress.org/changeset/29384,http://openwall.com/lists/oss-security/2014/08/13/3"
CVE-2014-5203,wp-includes/class-wp-customize-widgets.php in the widget implementation in WordPress 3.9.x before 3.9.2 might allow remote attackers to execute arbitrary code via crafted serialized data.,2014-08-18,"https://wordpress.org/news/2014/08/wordpress-3-9-2/,https://core.trac.wordpress.org/changeset/29389,http://openwall.com/lists/oss-security/2014/08/13/3"
CVE-2014-4534,Multiple cross-site scripting (XSS) vulnerabilities in videoplayer/autoplay.php in the HTML5 Video Player with Playlist plugin 2.4.0 and earlier for WordPress allow remote attackers to inject arbitrary web script or HTML via the (1) theme or (2) playlistmod parameter.,2014-07-02,http://codevigilant.com/disclosure/wp-plugin-html5-video-player-with-playlist-a3-cross-site-scripting-xss
CVE-2014-4603,"Multiple cross-site scripting (XSS) vulnerabilities in yupdates_application.php in the Yahoo! Updates for WordPress plugin 1.0 and earlier for WordPress allow remote attackers to inject arbitrary web script or HTML via the (1) secret, (2) key, or (3) appid parameter.",2014-07-02,"http://codevigilant.com/disclosure/wp-plugin-yahoo-updates-for-wordpress-a3-cross-site-scripting-xss,http://www.securityfocus.com/bid/68401"
CVE-2014-4600,Multiple cross-site scripting (XSS) vulnerabilities in contact/edit.php in the WP Ultimate Email Marketer plugin 1.1.0 and earlier for WordPress allow remote attackers to inject arbitrary web script or HTML via the (1) listname or (2) contact parameter.,2014-07-02,"http://codevigilant.com/disclosure/wp-plugin-wp-ultimate-email-marketer-a3-cross-site-scripting-xss,http://plugins.svn.wordpress.org/wp-ultimate-email-marketer/trunk/Readme.txt"
CVE-2014-4529,Cross-site scripting (XSS) vulnerability in fpg_preview.php in the Flash Photo Gallery plugin 0.7 and earlier for WordPress allows remote attackers to inject arbitrary web script or HTML via the path parameter.,2014-07-02,http://codevigilant.com/disclosure/wp-plugin-flash-photo-gallery-a3-cross-site-scripting-xss
CVE-2012-4915,Directory traversal vulnerability in the Google Doc Embedder plugin before 2.5.4 for WordPress allows remote attackers to read arbitrary files via a .. (dot dot) in the file parameter to libs/pdf.php.,2014-05-29,"https://exchange.xforce.ibmcloud.com/vulnerabilities/80930,http://www.securityfocus.com/bid/57133"
CVE-2014-3845,Cross-site request forgery (CSRF) vulnerability in the TinyMCE Color Picker plugin before 1.2 for WordPress allows remote attackers to hijack the authentication of unspecified users for requests that change plugin settings via unknown vectors.  NOTE: some of these details are obtained from third party information.,2014-05-22,http://wordpress.org/plugins/tinymce-colorpicker/changelog
CVE-2014-3844,"The TinyMCE Color Picker plugin before 1.2 for WordPress does not properly check permissions, which allows remote attackers to modify plugin settings via unspecified vectors.  NOTE: some of these details are obtained from third party information.",2014-05-22,http://wordpress.org/plugins/tinymce-colorpicker/changelog
CVE-2014-3843,Cross-site request forgery (CSRF) vulnerability in the Search Everything plugin before 8.1.1 for WordPress allows remote attackers to hijack the authentication of unspecified victims via unknown vectors.,2014-05-22,http://wordpress.org/plugins/search-everything/changelog
CVE-2014-3841,"Cross-site scripting (XSS) vulnerability in the Contact Bank plugin before 2.0.20 for WordPress allows remote attackers to inject arbitrary web script or HTML via the Label field, related to form layout configuration.  NOTE: some of these details are obtained from third party information.",2014-05-22,"http://wordpress.org/plugins/contact-bank/changelog,http://www.securityfocus.com/bid/67334"
CVE-2014-3210,SQL injection vulnerability in dopbs-backend-forms.php in the Booking System (Booking Calendar) plugin before 1.3 for WordPress allows remote authenticated users to execute arbitrary SQL commands via the booking_form_id parameter to wp-admin/admin-ajax.php.,2014-05-22,"http://packetstormsecurity.com/files/126762/WordPress-Booking-System-SQL-Injection.html,http://wordpress.org/plugins/booking-system/changelog,http://www.securityfocus.com/archive/1/archive/1/532168/100/0/threaded"
CVE-2013-2706,Cross-site request forgery (CSRF) vulnerability in the Stream Video Player plugin 1.4.0 for WordPress allows remote attackers to hijack the authentication of administrators for requests that change plugin settings via unspecified vectors.,2014-04-11,
CVE-2014-0166,"The wp_validate_auth_cookie function in wp-includes/pluggable.php in WordPress before 3.7.2 and 3.8.x before 3.8.2 does not properly determine the validity of authentication cookies, which makes it easier for remote attackers to obtain access via a forged cookie.",2014-04-09,"http://codex.wordpress.org/Version_3.7.2,http://www.debian.org/security/2014/dsa-2901,http://core.trac.wordpress.org/changeset/28054,https://bugzilla.redhat.com/show_bug.cgi?id=1085858,http://codex.wordpress.org/Version_3.8.2"
CVE-2014-0165,"WordPress before 3.7.2 and 3.8.x before 3.8.2 allows remote authenticated users to publish posts by leveraging the Contributor role, related to wp-admin/includes/post.php and wp-admin/includes/class-wp-posts-list-table.php.",2014-04-09,"http://codex.wordpress.org/Version_3.7.2,http://www.debian.org/security/2014/dsa-2901,http://core.trac.wordpress.org/changeset/27976,https://bugzilla.redhat.com/show_bug.cgi?id=1085866,http://codex.wordpress.org/Version_3.8.2"
CVE-2012-4920,Directory traversal vulnerability in the zing_forum_output function in forum.php in the Zingiri Forum (aka Forums) plugin before 1.4.4 for WordPress allows remote attackers to read arbitrary files via a .. (dot dot) in the url parameter to index.php.,2014-04-04,"https://exchange.xforce.ibmcloud.com/vulnerabilities/81156,http://wordpress.org/plugins/zingiri-forum/changelog"
CVE-2013-0735,"Multiple SQL injection vulnerabilities in wpf.class.php in the Mingle Forum plugin before 1.0.34 for WordPress allow remote attackers to execute arbitrary SQL commands via the id parameter in a viewtopic (1) remove_post, (2) sticky, or (3) closed action or (4) thread parameter in a postreply action to index.php.",2014-04-02,"https://exchange.xforce.ibmcloud.com/vulnerabilities/82188,http://www.securityfocus.com/bid/58059"
CVE-2013-0734,Multiple cross-site scripting (XSS) vulnerabilities in the Mingle Forum plugin before 1.0.34 for WordPress allow remote attackers to inject arbitrary web script or HTML via the (1) search_words parameter in a search action to wpf.class.php or (2) togroupusers parameter in an add_user_togroup action to fs-admin/fs-admin.php.,2014-03-28,"https://exchange.xforce.ibmcloud.com/vulnerabilities/82187,http://www.securityfocus.com/bid/58059"
CVE-2014-2265,Rock Lobster Contact Form 7 before 3.7.2 allows remote attackers to bypass the CAPTCHA protection mechanism and submit arbitrary form data by omitting the _wpcf7_captcha_challenge_captcha-719 parameter.,2014-03-14,"http://wordpress.org/plugins/contact-form-7/changelog,http://contactform7.com/2014/02/26/contact-form-7-372/,http://www.hedgehogsecurity.co.uk/2014/02/26/contactform7-vulnerability/"
CVE-2014-2316,SQL injection vulnerability in se_search_default in the Search Everything plugin before 7.0.3 for WordPress allows remote attackers to execute arbitrary SQL commands via the s parameter to index.php. NOTE: some of these details are obtained from third party information.,2014-03-09,"http://www.securityfocus.com/bid/65765,http://wordpress.org/plugins/search-everything/changelog/"
CVE-2014-2315,"Multiple cross-site scripting (XSS) vulnerabilities in the Thank You Counter Button plugin 1.8.7 for WordPress allow remote attackers to inject arbitrary web script or HTML via the (1) thanks_caption, (2) thanks_caption_style, or (3) thanks_style parameter to wp-admin/options.php.",2014-03-09,"http://packetstormsecurity.com/files/125397,https://exchange.xforce.ibmcloud.com/vulnerabilities/91474,http://www.securityfocus.com/bid/65805"
CVE-2014-1907,Multiple directory traversal vulnerabilities in the VideoWhisper Live Streaming Integration plugin before 4.29.5 for WordPress allow remote attackers to (1) read arbitrary files via a .. (dot dot) in the s parameter to ls/rtmp_login.php or (2) delete arbitrary files via a .. (dot dot) in the s parameter to ls/rtmp_logout.php.,2014-03-06,"https://www.htbridge.com/advisory/HTB23199,https://exchange.xforce.ibmcloud.com/vulnerabilities/91478,http://packetstormsecurity.com/files/125454"
CVE-2013-3487,"Multiple cross-site scripting (XSS) vulnerabilities in the security log in the BulletProof Security plugin before .49 for WordPress allow remote attackers to inject arbitrary web script or HTML via unspecified HTML header fields to (1) 400.php, (2) 403.php, or (3) 403.php.",2014-03-03,"https://exchange.xforce.ibmcloud.com/vulnerabilities/86160,http://wordpress.org/plugins/bulletproof-security/changelog,http://www.securityfocus.com/bid/61583"
CVE-2013-1409,Cross-site scripting (XSS) vulnerability in the CommentLuv plugin before 2.92.4 for WordPress allows remote attackers to inject arbitrary web script or HTML via the _ajax_nonce parameter to wp-admin/admin-ajax.php.,2014-03-03,"http://packetstormsecurity.com/files/120090/WordPress-CommentLuv-2.92.3-Cross-Site-Scripting.html,http://archives.neohapsis.com/archives/bugtraq/2013-02/0031.html,https://www.htbridge.com/advisory/HTB23138,http://wordpress.org/plugins/commentluv/changelog"
CVE-2014-1888,Cross-site scripting (XSS) vulnerability in the BuddyPress plugin before 1.9.2 for WordPress allows remote authenticated users to inject arbitrary web script or HTML via the name field to groups/create/step/group-details.  NOTE: this can be exploited without authentication by leveraging CVE-2014-1889.,2014-02-28,"http://www.securityfocus.com/bid/65555,https://exchange.xforce.ibmcloud.com/vulnerabilities/91175,http://packetstormsecurity.com/files/125212/WordPress-Buddypress-1.9.1-Cross-Site-Scripting.html,http://www.securityfocus.com/archive/1/archive/1/531049/100/0/threaded,http://buddypress.org/2014/02/buddypress-1-9-2"
CVE-2012-6635,"wp-admin/includes/class-wp-posts-list-table.php in WordPress before 3.3.3 does not properly restrict excerpt-view access, which allows remote authenticated users to obtain sensitive information by visiting a draft.",2014-01-20,"https://core.trac.wordpress.org/changeset/21086,http://codex.wordpress.org/Version_3.3.3"
CVE-2012-6634,wp-admin/media-upload.php in WordPress before 3.3.3 allows remote attackers to obtain sensitive information or bypass intended media-attachment restrictions via a post_id value.,2014-01-20,"http://codex.wordpress.org/Version_3.3.3,https://core.trac.wordpress.org/changeset/21087"
CVE-2012-6633,Cross-site scripting (XSS) vulnerability in wp-includes/default-filters.php in WordPress before 3.3.3 allows remote attackers to inject arbitrary web script or HTML via an editable slug field.,2014-01-20,"http://codex.wordpress.org/Version_3.3.3,https://core.trac.wordpress.org/changeset/21083"
CVE-2011-5270,"wp-admin/press-this.php in WordPress before 3.0.6 does not enforce the publish_posts capability requirement, which allows remote authenticated users to perform publish actions by leveraging the Contributor role.",2014-01-20,"https://core.trac.wordpress.org/changeset/17710,http://codex.wordpress.org/Version_3.0.6"
CVE-2010-5297,"WordPress before 3.0.1, when a Multisite installation is used, permanently retains the ""site administrators can add users"" option once changed, which might allow remote authenticated administrators to bypass intended access restrictions in opportunistic circumstances via an add action after a temporary change.",2014-01-20,"http://core.trac.wordpress.org/query?status=closed&group=resolution&order=priority&milestone=3.0.1&resolution=fixed,http://codex.wordpress.org/Changelog/3.0.1,https://core.trac.wordpress.org/changeset/15342,https://core.trac.wordpress.org/ticket/14119"
